date,trial_name,host,temp,IDnumber,sex,mark_code,emergence,eclosion,age_days,notes
7/30/18,HxA_C_10,Haw,C,681,F,YB,9/27/17,7/11/18,19,
7/30/18,HxA_C_10,Haw,C,817,F,B,9/27/17,7/11/18,19,
7/30/18,HxA_C_10,App,C,1454,M,R,8/29/17,6/17/18,43,
7/30/18,HxA_C_10,App,C,1819,M,WC,9/4/17,7/10/18,20,
7/30/18,HxA_C_10,App,C,1420,M,WR,8/29/17,7/10/18,20,
7/30/18,HxA_C_10,App,C,914,M,YG,8/24/17,7/10/18,20,
7/30/18,HxA_C_10,App,C,667,M,W,8/22/17,7/19/18,11,
7/30/18,HxA_C_10,Haw,C,160,M,YB,9/23/17,7/17/18,13,
7/30/18,HxA_C_10,Haw,C,818,M,CY,9/27/17,7/11/18,19,
7/30/18,HxA_C_10,Haw,C,1372,M,G,10/1/17,7/11/18,19,
7/30/18,HxA_C_10,Haw,C,968,M,CB,9/28/17,7/11/18,19,
7/30/18,HxA_C_10,Haw,C,1037,M,WY,9/28/17,7/11/18,19,
7/30/18,HxA_C_09,App,C,535,F,WR,8/22/17,7/8/18,22,
7/30/18,HxA_C_09,App,C,81,F,CB,8/18/17,7/8/18,22,
7/30/18,HxA_C_09,App,C,1680,F,CY,8/31/17,7/8/18,22,
7/30/18,HxA_C_09,App,C,297,F,WG,8/20/17,7/8/18,22,
7/30/18,HxA_C_09,App,C,1497,F,C,8/30/17,7/8/18,22,
7/30/18,HxA_C_09,Haw,C,781,F,YR,9/29/17,7/8/18,22,
7/30/18,HxA_C_09,Haw,C,340,F,CR,9/24/17,7/8/18,22,
7/30/18,HxA_C_09,Haw,C,1359,F,CG,10/1/17,7/8/18,22,
7/30/18,HxA_C_09,Haw,C,991,F,WY,9/28/17,7/8/18,22,
7/30/18,HxA_C_09,Haw,C,1041,F,WB,9/29/17,7/8/18,22,
7/30/18,HxA_C_09,App,C,1451,M,Y,8/29/17,7/8/18,22,
7/30/18,HxA_C_09,App,C,812,M,G,8/23/17,7/8/18,22,
7/30/18,HxA_C_09,App,C,568,M,WR,8/22/17,6/17/18,43,
7/30/18,HxA_C_09,App,C,178,M,CY,8/19/17,6/17/18,43,
7/30/18,HxA_C_09,App,C,720,M,YR,8/23/17,7/10/18,20,
7/30/18,HxA_C_09,Haw,C,218,M,YB,9/23/17,7/10/18,20,
7/30/18,HxA_C_09,Haw,C,710,M,R,9/27/17,7/9/18,21,
7/30/18,HxA_C_09,Haw,C,264,M,GR,9/24/17,7/9/18,21,
7/30/18,HxA_C_09,Haw,C,106,M,WC,9/22/17,7/9/18,21,
7/30/18,HxA_C_09,Haw,C,341,M,GB,9/24/17,7/11/18,19,
8/1/18,HxA_C_11,Haw,C,415,F,WB,9/25/17,7/12/18,20,
8/1/18,HxA_C_11,Haw,C,1005,F,CR,9/28/17,7/12/18,20,
8/1/18,HxA_C_11,Haw,C,1350,F,CG,10/1/17,7/12/18,20,
8/1/18,HxA_C_11,Haw,C,844,F,YR,9/27/17,7/12/18,20,
8/1/18,HxA_C_11,Haw,C,683,F,WY,9/27/17,7/12/18,20,
8/1/18,HxA_C_11,App,C,170,F,WR,8/19/17,7/17/18,15,
8/1/18,HxA_C_11,App,C,1518,F,CY,8/30/17,7/17/18,15,
8/1/18,HxA_C_11,App,C,36,F,CB,8/17/17,7/17/18,15,
8/1/18,HxA_C_11,App,C,915,F,C,8/24/17,7/12/18,20,
8/1/18,HxA_C_11,App,C,136,F,R,8/19/17,7/14/18,18,
8/1/18,HxA_C_11,Haw,C,115,M,R,9/22/17,7/12/18,20,
8/1/18,HxA_C_11,Haw,C,186,M,YB,9/23/17,7/12/18,20,
8/1/18,HxA_C_11,Haw,C,867,M,GB,9/27/17,7/17/18,15,
8/1/18,HxA_C_11,Haw,C,1345,M,WB,10/1/17,7/17/18,15,
8/1/18,HxA_C_11,App,C,927,M,GR,8/24/17,7/17/18,15,
8/1/18,HxA_C_11,App,C,890,M,B,8/24/17,7/12/18,20,
8/1/18,HxA_C_11,App,C,1344,M,W,8/28/17,7/13/18,19,
8/1/18,HxA_C_11,App,C,364,M,G,8/20/17,7/13/18,19,
8/1/18,HxA_C_11,App,C,1605,M,Y,8/30/17,7/13/18,19,
8/1/18,HxA_C_12,Haw,C,123,F,YG,9/22/17,7/14/18,18,
8/1/18,HxA_C_12,Haw,C,970,F,WG,9/28/17,7/14/18,18,
8/1/18,HxA_C_12,Haw,C,517,F,GR,9/26/17,7/14/18,18,
8/1/18,HxA_C_12,Haw,C,1441,F,CG_A,10/3/17,7/14/18,18,"5-16-22: 2 CG females, need instruction (tentatively labelled A and B)"
8/1/18,HxA_C_12,Haw,C,1177,F,B,9/30/17,7/14/18,18,
8/1/18,HxA_C_12,App,C,607,F,CG_B,8/22/17,7/18/18,14,"5-16-22: 2 CG females, need instruction (tentatively labelled A and B)"
8/1/18,HxA_C_12,App,C,1631,F,WC,8/31/17,7/15/18,17,
8/1/18,HxA_C_12,App,C,373,F,CR,8/21/17,7/14/18,18,
8/1/18,HxA_C_12,App,C,1702,F,GB,9/1/17,7/14/18,18,
8/1/18,HxA_C_12,App,C,1010,F,Y,8/25/17,7/14/18,18,
8/1/18,HxA_C_12,Haw,C,54,M,CB,9/21/17,7/15/18,17,
8/1/18,HxA_C_12,Haw,C,736,M,WY,9/27/17,7/14/18,18,
8/1/18,HxA_C_12,Haw,C,462,M,G,9/25/17,7/14/18,18,
8/1/18,HxA_C_12,Haw,C,1319,M,W,9/30/17,7/18/18,14,
8/1/18,HxA_C_12,App,C,537,M,WB,8/22/17,7/14/18,18,
8/1/18,HxA_C_12,App,C,969,M,WC,8/25/17,7/14/18,18,
8/1/18,HxA_C_12,App,C,1602,M,YR,8/30/17,7/14/18,18,
8/1/18,HxA_C_12,App,C,317,M,WR,8/20/17,7/14/18,18,
8/1/18,HxA_C_12,App,C,1422,M,YG,8/29/17,7/14/18,18,
8/6/18,HxA_C_13,Haw,C,851,F,C,9/27/17,7/15/18,22,
8/6/18,HxA_C_13,Haw,C,1290,F,B,9/30/17,7/15/18,22,
8/6/18,HxA_C_13,Haw,C,1029,F,W,9/28/17,7/15/18,22,
8/6/18,HxA_C_13,Haw,C,1159,F,R,9/29/17,7/15/18,22,
8/6/18,HxA_C_13,Haw,C,684,F,WR,9/27/17,7/15/18,22,
8/6/18,HxA_C_13,App,C,90,F,Y,8/18/17,7/23/18,14,
8/6/18,HxA_C_13,App,C,211,F,WY,8/19/17,7/15/18,22,
8/6/18,HxA_C_13,App,C,1503,F,YG,8/30/17,7/15/18,22,
8/6/18,HxA_C_13,App,C,1219,F,G,8/27/17,7/15/18,22,
8/6/18,HxA_C_13,App,C,760,F,YB,8/23/17,7/15/18,22,
8/6/18,HxA_C_13,Haw,C,549,M,GR,9/26/17,7/15/18,22,
8/6/18,HxA_C_13,Haw,C,1224,M,YR,9/30/17,7/15/18,22,
8/6/18,HxA_C_13,Haw,C,1112,M,GS,9/29/17,7/25/18,12,
8/6/18,HxA_C_13,Haw,C,444,M,RS,9/25/17,7/25/18,12,
8/6/18,HxA_C_13,App,C,1480,M,WY,8/29/17,7/18/18,19,
8/6/18,HxA_C_13,App,C,642,M,WG,8/22/17,7/15/18,22,
8/6/18,HxA_C_13,App,C,443,M,CR,8/21/17,7/15/18,22,
8/6/18,HxA_C_13,App,C,162,M,WC,8/19/17,7/23/18,14,
8/6/18,HxA_C_13,App,C,883,M,BB,8/24/17,7/26/18,11,
